Gender,Age,Height,Weight,BMI
Male,19,68.13705,133.896,정상
Male,35,70.08693,130.9994,정상
Female,29,64.03691,107.6519,저체중
Female,32,67.33761,118.6397,저체중
Female,28,71.8434,136.2137,정상
Male,32,69.1154,118.8989,저체중
Female,26,65.39821,90.24255,저체중
Female,35,65.70757,135.8894,정상
Male,32,69.66027,116.0218,저체중
Male,34,68.84382,133.186,정상
Male,28,65.39271,101.6976,저체중
Female,31,70.31722,134.6496,정상
Male,26,69.19909,136.7189,정상
Female,25,66.2882,100.3062,저체중
Male,34,66.12228,119.4939,정상
Male,18,68.15336,121.0773,저체중
Male,25,67.44349,122.0805,정상
Male,18,66.41455,112.3032,저체중
Female,23,65.35315,103.4902,저체중
Female,34,69.30321,137.4465,정상
Female,27,67.12751,150.4042,정상
Female,27,69.30029,139.6598,정상
Male,30,69.11462,123.185,저체중
Male,32,69.26369,129.9973,정상
Female,30,66.93177,107.3342,저체중
Male,19,70.80801,126.0434,저체중
Male,21,66.77406,135.7989,정상
Male,23,65.86587,126.4569,정상
Female,26,66.72211,121.3037,정상
Female,20,64.44234,116.1346,정상
Female,25,69.67413,135.2951,정상
Female,21,64.92037,107.1751,저체중
Female,23,67.63239,133.8608,정상
Female,21,68.70454,137.8656,정상
Male,31,68.82445,111.7483,저체중
Female,30,68.93421,113.9161,저체중
Female,30,70.01339,139.3902,정상
Male,27,71.44878,119.4079,저체중
Female,29,66.91364,126.6312,정상
Female,30,68.4292,122.169,저체중
Male,21,68.45391,113.4185,저체중
Female,23,65.33618,119.0882,정상
Male,28,71.88803,147.8657,정상
Male,23,68.62216,135.2735,정상
Female,28,68.10589,115.1755,저체중
Male,19,65.49264,129.8366,정상
Female,23,66.33612,125.7748,정상
Male,27,69.07199,143.9889,정상
Female,19,68.76917,131.4778,정상
Male,30,68.89473,133.2498,정상
Male,28,68.77062,142.0926,정상
Female,34,68.33215,125.3459,정상
Female,20,67.72393,134.167,정상
Female,21,65.49304,103.0317,저체중
Female,22,71.06055,138.7811,정상
Female,34,69.50278,120.9324,저체중
Female,24,68.61663,125.2735,정상
Female,35,68.54709,133.5241,정상
Male,23,69.26721,157.2972,정상
Male,30,70.14424,119.6536,저체중
Female,27,65.9849,140.6229,정상
Male,25,66.281,108.7205,저체중
Male,34,65.7289,126.3947,정상
Female,22,70.38391,142.3535,정상
Male,22,67.47381,133.874,정상
Female,19,66.16001,128.3664,정상
Male,27,66.57927,120.7005,정상
Female,18,69.6185,134.1051,정상
Female,19,65.77941,117.2822,정상
Male,25,69.46372,125.2725,저체중
Female,30,63.93234,99.99409,저체중
Female,18,70.09165,134.6921,정상
Male,27,64.94173,98.26427,저체중
Male,22,68.09547,109.3772,저체중
Male,25,68.83226,134.4107,정상
Male,21,66.96947,128.823,정상
Female,30,65.08668,124.1525,정상
Male,35,69.08362,131.3282,정상
Male,33,66.0827,116.0096,정상
Male,31,67.05865,110.0584,저체중
Female,22,68.9081,108.0602,저체중
Male,34,66.81199,119.9277,정상
Female,18,66.52751,118.3217,정상
Female,24,67.59674,125.118,정상
Male,18,68.57752,127.8544,정상
Female,18,65.15613,125.1617,정상
Male,20,69.88332,136.8899,정상
Male,20,67.76589,131.4036,정상
Female,21,69.48716,122.6178,저체중
Female,22,68.99586,118.7286,저체중
Male,24,71.62687,154.9613,정상
Male,29,68.30079,143.765,정상
Female,18,66.99909,126.4922,정상
Male,33,67.16066,127.2396,정상
Male,21,68.84511,118.3629,저체중
Female,18,69.77163,126.8724,저체중
Female,25,67.24519,111.6843,저체중
Female,20,67.28553,133.6576,정상
Female,33,68.62133,136.9199,정상
Female,31,72.50636,143.4605,정상
Female,28,71.5681,124.3189,저체중
Male,31,64.55855,122.9763,정상
Male,18,68.77468,130.5148,정상
Male,28,65.10069,104.1238,저체중
Male,34,71.21872,148.4113,정상
Male,33,65.66079,108.9173,저체중
Male,26,64.2657,116.527,정상
Female,34,68.88757,107.0324,저체중
Female,31,68.44905,146.4124,정상
Female,20,70.33787,155.1755,정상
Male,34,71.22339,140.4949,정상
Female,34,65.94774,133.6787,정상
Male,29,67.91684,128.4836,정상
Female,21,65.97902,129.7483,정상
Male,23,69.27942,146.3625,정상
Female,18,68.53226,126.4504,정상
Male,33,71.2069,123.6671,저체중
Male,30,67.2503,125.7628,정상
Male,29,65.30132,131.154,정상
Female,25,69.08772,127.8638,정상
Male,34,66.59265,124.9371,정상
Male,29,66.49666,138.0897,정상
Male,28,70.95412,162.4844,정상
Male,24,65.49834,121.217,정상
Female,27,69.39388,124.5431,저체중
Female,18,65.27883,118.9227,정상
Female,28,67.52017,134.0552,정상
Female,23,68.14598,111.6476,저체중
Female,32,68.81275,136.0553,정상
Female,24,67.89924,114.0947,저체중
Female,22,69.5175,136.6971,정상
Male,25,68.07055,129.4733,정상
Male,32,71.2464,149.7435,정상
Male,34,68.71642,121.0296,저체중
Male,33,63.99425,114.3488,정상
Male,28,67.65074,126.7524,정상
Male,33,66.52185,133.1447,정상
Female,19,67.39334,124.7861,정상
Female,29,72.31226,150.9437,정상
Male,28,68.0661,104.7306,저체중
Male,27,65.20757,114.5092,정상
Male,30,70.31989,137.4822,정상
Female,20,66.73391,126.6537,정상
Female,19,67.2038,124.1829,정상
Male,18,68.97216,136.0664,정상
Female,21,67.7248,132.6022,정상
Female,28,69.56606,120.6638,저체중
Female,23,67.86326,148.5846,정상
Male,32,69.23555,130.78,정상
Female,30,63.85084,121.5242,정상
Male,19,69.77742,142.0076,정상
Female,29,67.25759,133.6365,정상
Female,18,64.55164,116.6069,정상
Male,18,65.91736,127.4018,정상
Female,23,66.34956,137.8456,정상
Female,27,62.92407,121.7441,정상
Male,28,67.15032,127.7838,정상
Male,34,65.46455,131.0676,정상
Male,35,70.09519,142.3265,정상
Female,24,68.66443,146.0821,정상
Male,22,64.54016,110.5523,정상
Male,25,66.50297,122.3483,정상
Female,25,70.7413,140.665,정상
Male,32,67.63475,118.3144,저체중
Male,19,65.29548,102.0506,저체중
Male,32,67.6782,136.8665,정상
Female,18,68.11521,131.2592,정상
Female,34,66.43231,109.4461,저체중
Male,35,67.45289,135.255,정상
Male,22,67.88061,127.982,정상
Female,26,65.27546,127.3989,정상
Female,26,71.80443,142.3012,정상
Male,23,68.32755,119.5403,저체중
Male,27,68.86515,115.9509,저체중
Female,30,67.11834,110.0601,저체중
Male,28,66.53695,122.495,정상
Female,22,67.1505,110.2815,저체중
Female,19,68.68724,130.5799,정상
Male,25,68.22897,136.0111,정상
Female,23,65.42104,132.8507,정상
Female,33,67.63027,126.2376,정상
Female,34,66.9449,129.0043,정상
Female,19,67.98826,127.4057,정상
Male,18,69.67882,139.1821,정상
Female,32,66.46151,120.111,정상
Male,28,66.54514,126.768,정상
Female,24,69.65715,133.1626,정상
Female,32,67.36842,114.6626,저체중
Male,35,67.21698,125.2345,정상
Male,26,69.12349,135.3012,정상
Male,22,67.93756,115.0436,저체중
Male,34,68.46766,116.7778,저체중
Male,32,70.4462,111.9601,저체중
Male,19,67.64692,125.7248,정상
Female,25,67.07315,140.2758,정상
Female,34,65.37352,99.56696,저체중
Female,30,65.3428,116.0859,정상
Female,23,69.51448,131.435,정상
Female,23,69.33945,126.1415,저체중
Female,23,66.86743,124.1513,정상
Male,32,65.10865,126.4611,정상
Male,21,72.1849,144.6639,정상
Female,23,69.02571,141.4309,정상
Male,19,65.04762,112.8743,정상
Female,22,69.27824,148.6852,정상
Female,27,69.11397,136.755,정상
Male,25,65.39362,126.2681,정상
Female,25,64.92242,103.2442,저체중
Male,31,68.01742,124.8878,정상
Female,33,66.84525,117.8475,정상
Male,22,66.5209,115.0964,저체중
Male,35,67.07104,124.4466,정상
Female,18,66.20762,123.8278,정상
Male,20,68.65422,131.0723,정상
Male,30,67.81484,130.5051,정상
Male,19,67.97735,137.2246,정상
Female,32,64.20041,105.6563,저체중
Female,22,71.04071,127.05,저체중
Female,18,71.69734,131.2912,저체중
Male,30,67.752,115.235,저체중
Female,28,69.64704,149.9833,정상
Male,34,69.3531,128.1011,정상
Male,33,68.69464,136.1453,정상
Male,25,67.23085,122.6459,정상
Female,32,69.33763,124.0222,저체중
Male,23,65.86675,128.6403,정상
Female,26,68.70414,130.2447,정상
Male,22,68.64444,118.1935,저체중
Male,35,68.6705,118.7838,저체중
Female,26,66.83271,134.949,정상
Male,22,68.69297,143.3212,정상
Male,33,66.51348,117.2734,정상
Male,21,68.28119,132.4379,정상
Male,25,69.39405,123.72,저체중
Female,20,67.3979,129.8379,정상
Male,23,72.86535,125.1006,저체중
Female,35,67.52936,138.9031,정상
Female,22,64.60023,106.0584,저체중
Female,34,69.98289,134.2094,정상
Female,33,70.333,127.7615,저체중
Female,30,64.3196,115.4439,정상
Female,35,67.49125,113.672,저체중
Male,20,67.80629,118.8678,저체중
Male,25,65.30266,104.9205,저체중
Male,27,70.81212,133.9088,정상
Male,26,68.19915,117.0917,저체중
Male,24,69.13698,140.5356,정상
Female,20,66.59934,144.2746,정상
Female,33,70.58075,131.9826,정상
Male,28,66.90518,105.7686,저체중
Female,20,66.74813,115.058,저체중
Male,31,66.83292,119.15,정상
Female,25,69.35713,151.3173,정상
Male,27,68.63272,128.2595,정상
Female,34,69.12693,125.7313,저체중
Male,34,67.0631,128.2475,정상
Female,28,67.46642,124.2242,정상
Female,26,66.60284,131.8328,정상
Female,30,70.1147,135.0549,정상
Male,22,70.12917,131.9033,정상
Female,33,68.76147,131.2722,정상
Male,30,70.05388,150.4834,정상
Male,25,68.16839,122.3354,정상
Male,28,67.51951,119.7932,저체중
Female,34,68.27418,132.6718,정상
Male,25,67.30217,113.9822,저체중
Male,22,66.31157,128.2458,정상
Female,25,70.05639,121.4094,저체중
Female,31,70.24768,140.4239,정상
Male,33,69.86768,123.2387,저체중
Female,34,68.9313,112.5828,저체중
Male,29,67.73389,134.9801,정상
Male,33,67.93682,113.7462,저체중
Male,31,67.92146,130.6895,정상
Female,29,70.4633,118.4807,저체중
Male,22,68.16156,131.5248,정상
Female,34,68.81242,144.2511,정상
Male,31,70.05484,125.4148,저체중
Male,35,65.61528,111.0683,저체중
Male,35,70.77456,124.4918,저체중
Female,26,68.13409,134.5848,정상
Male,18,68.87718,135.3765,정상
Male,31,66.85615,114.1814,저체중
Male,21,65.19143,115.6044,정상
Male,27,69.53261,134.0578,정상
Female,21,71.28136,135.9541,정상
Female,27,66.47317,106.9388,저체중
Male,32,69.85972,137.5864,정상
Male,35,66.56784,120.5673,정상
Male,20,64.99896,121.0243,정상
Female,24,65.5967,131.1701,정상
Female,31,65.11179,119.3086,정상
Female,29,72.43607,137.4056,저체중
Male,27,66.27465,129.0097,정상
Male,19,67.6844,118.539,저체중
Male,33,64.94671,129.5048,정상
Male,20,66.09981,117.7368,정상
Male,32,66.84125,114.8767,저체중
Female,28,67.23393,127.1033,정상
Male,19,67.9501,110.3671,저체중
Male,34,66.34338,130.6015,정상
Male,25,71.54739,152.425,정상
Female,18,71.10011,133.8311,정상
Male,34,66.80152,124.965,정상
Male,32,71.09075,120.9877,저체중
Female,33,67.42631,131.6672,정상
Female,21,68.87576,135.248,정상
Male,23,67.6317,118.7798,저체중
Male,20,65.61406,138.9284,정상
Female,30,67.09963,113.8329,저체중
Female,22,68.15761,119.3325,저체중
Female,35,67.06521,104.9855,저체중
Male,32,67.00626,138.5947,정상
Female,34,69.21534,133.6759,정상
Male,29,65.49959,119.6168,정상
Male,23,67.12282,131.6157,정상
Female,23,66.27818,129.3183,정상
Female,32,68.05092,129.3991,정상
Female,23,71.21378,150.0079,정상
Female,32,65.8059,128.0218,정상
Female,29,69.01341,127.8369,정상
Female,34,64.38771,103.3323,저체중
Female,33,71.28885,132.8358,저체중
Male,29,68.01059,136.4326,정상
Male,18,67.40277,131.675,정상
Male,25,65.86277,122.7182,정상
Female,34,70.04407,141.6413,정상
Male,24,64.66349,118.2509,정상
Female,32,66.20468,129.3437,정상
Male,18,72.42652,142.1927,정상
Male,35,68.18756,125.1862,정상
Male,31,65.09832,134.0936,정상
Male,25,64.94607,123.7487,정상
Female,31,68.74582,132.8903,정상
Female,35,67.48779,124.9625,정상
Male,23,65.11114,94.45359,저체중
Female,24,68.70291,123.1642,저체중
Male,32,64.81203,122.4859,정상
Female,35,68.35035,128.6184,정상
Female,32,72.14415,142.8257,정상
Male,18,68.23639,147.0343,정상
Male,32,66.90007,121.555,정상
Male,26,68.96221,145.2393,정상
Female,19,69.44312,119.8432,저체중
Male,18,65.04087,131.9553,정상
Female,21,67.33467,126.2769,정상
Female,22,70.00111,139.7206,정상
Female,35,65.86413,114.5532,정상
Male,25,66.76124,121.4799,정상
Male,34,68.6178,138.031,정상
Male,33,66.49285,129.3542,정상
Male,28,68.45981,119.1174,저체중
Male,27,69.6046,125.9209,저체중
Female,29,71.62721,151.8017,정상
Male,30,66.56949,100.3424,저체중
Male,34,65.36772,115.6658,정상
Male,27,71.5466,134.8652,정상
Male,20,67.9212,121.8751,정상
Male,21,68.53005,127.0172,정상
Male,23,66.29177,125.542,정상
Male,22,70.0892,148.1898,정상
Male,20,66.45724,137.0889,정상
Female,22,66.90417,124.4345,정상
Male,26,71.96531,160.8373,정상
Male,21,65.79737,111.0351,저체중
Male,32,71.99473,135.4855,저체중
Female,19,67.88118,125.1443,정상
Male,18,67.9713,132.0724,정상
Male,20,66.68833,124.6627,정상
Male,18,69.08259,120.4445,저체중
Female,32,67.7725,120.6289,저체중
Female,27,67.54727,127.846,정상
Male,21,64.64468,122.7172,정상
Female,31,69.69364,126.2985,저체중
Female,29,68.70439,134.8945,정상
Male,23,68.16991,120.5405,저체중
Female,27,68.33163,123.6751,정상
Female,23,65.19663,120.1252,정상
Male,25,69.12973,147.2327,정상
Male,20,66.76336,149.5213,정상
Male,21,66.10726,114.3077,저체중
Female,19,68.69461,118.3486,저체중
Male,32,69.51345,129.3136,정상
Female,29,67.15638,116.1097,저체중
Female,33,66.52538,118.2619,정상
Female,18,71.057,150.4875,정상
Female,30,69.19665,124.4735,저체중
Male,21,66.76492,120.8445,정상
Female,30,68.09253,121.9168,저체중
Male,20,67.35046,129.862,정상
Female,32,68.25237,114.1292,저체중
Female,30,67.66866,121.0367,정상
Male,24,66.21079,116.8308,정상
Female,33,70.37472,141.5234,정상
Male,34,67.8132,118.614,저체중
Female,24,66.42694,115.2073,저체중
Male,21,68.20158,114.2983,저체중
Male,22,68.77079,135.0788,정상
Female,29,70.60585,124.6664,저체중
Female,19,68.09479,129.3895,정상
Male,18,64.8915,121.5407,정상
Female,18,67.12568,137.1491,정상
Female,30,69.97844,129.5848,정상
Male,35,67.77866,130.9258,정상
Male,28,71.39205,144.5625,정상
Female,21,67.96867,144.8993,정상
Male,26,72.76728,158.5479,정상
Male,29,73.38719,154.6609,정상
Male,34,69.32501,135.3784,정상
Female,21,66.65826,124.0843,정상
Male,30,68.63739,137.5213,정상
Male,22,70.10928,126.2247,저체중
Male,30,68.39804,141.12,정상
Male,34,72.29783,123.4305,저체중
Male,23,70.62523,136.39,정상
Female,25,71.44332,141.1457,정상
Male,27,70.41386,133.5107,정상
Male,29,64.86518,114.7467,정상
Female,20,68.80394,111.0717,저체중
Male,24,69.49145,138.1768,정상
Male,20,66.01854,113.5605,저체중
Male,33,70.48654,127.2451,저체중
Male,23,66.80862,125.5152,정상
Male,28,70.6607,132.6907,정상
Male,22,66.68431,104.9599,저체중
Male,28,65.58814,132.2702,정상
Female,35,66.36507,124.7192,정상
Male,22,67.09404,97.52424,저체중
Female,20,66.48373,109.9676,저체중
Male,25,68.82707,132.1645,정상
Male,35,64.69002,114.4221,정상
Male,30,69.01948,113.5284,저체중
Female,24,69.43111,141.7182,정상
Male,28,70.07435,133.3257,정상
Male,32,66.8212,121.7781,정상
Female,29,68.06909,129.9501,정상
Male,25,69.6444,124.8979,저체중
Male,23,64.80698,121.6822,정상
Male,25,67.37179,125.3064,정상
Male,21,67.39488,108.6014,저체중
Female,35,68.39465,118.6916,저체중
Female,27,68.4231,156.2505,정상
Female,34,69.41607,124.4915,저체중
Female,33,66.82138,120.3149,정상
Male,29,65.58027,109.5115,저체중
Male,29,71.02776,160.1136,정상
Female,35,67.8096,141.57,정상
Male,26,71.01235,136.6575,정상
Male,25,67.45353,137.7991,정상
Female,20,69.77346,143.6829,정상
Male,27,64.07515,111.1404,정상
Female,21,68.36516,143.9045,정상
Female,19,69.40935,119.8486,저체중
Male,29,66.43953,104.0047,저체중
Female,30,69.77091,126.6292,저체중
Male,24,71.29182,148.3832,정상
Male,34,67.26889,119.2626,정상
Female,33,68.52627,140.521,정상
Male,35,63.95467,100.0358,저체중
Female,23,68.27822,114.3188,저체중
Male,21,69.01564,129.8548,정상
Male,23,68.33275,131.6805,정상
Male,19,65.91471,111.3135,저체중
Female,34,65.5471,119.9587,정상
Female,24,66.88448,124.6394,정상
Male,29,67.50342,116.6803,저체중
Male,27,71.35101,148.2762,정상
Male,22,66.5912,128.9648,정상
Male,21,65.14281,105.1575,저체중
Female,27,67.26097,128.2402,정상
Female,21,68.77974,134.0494,정상
Female,32,66.92786,125.5997,정상
Male,23,70.20106,154.8632,정상
Male,27,68.1684,109.4807,저체중
Male,28,65.9685,121.0642,정상
Male,32,69.2944,139.0479,정상
Female,18,68.18398,115.8062,저체중
Male,25,67.3956,138.3648,정상
Female,32,69.32049,127.5045,정상
Female,33,66.66937,120.5405,정상
Male,20,68.62135,145.4409,정상
Female,20,69.82043,135.6144,정상
Male,32,68.00272,139.2716,정상
Female,19,69.35468,129.8923,정상
Male,19,70.19606,147.7932,정상
Female,32,69.94747,138.2673,정상
Female,34,69.48896,117.94,저체중
Female,24,70.48888,119.9716,저체중
Female,33,65.70003,115.1262,정상
Male,19,69.24694,126.8539,정상
Female,35,67.30239,133.8636,정상
Female,35,69.64951,135.6532,정상
Female,20,65.50558,130.4526,정상
Female,24,72.17516,134.4131,저체중
Female,25,67.65538,140.6611,정상
Male,24,69.96429,130.0129,정상
Male,32,66.61309,124.0167,정상
Male,30,67.43982,136.3044,정상
Female,27,63.73814,126.0077,정상
Male,19,68.71436,134.623,정상
Male,24,70.77193,133.9877,정상
Female,25,69.37902,141.4066,정상
Female,31,68.95079,137.57,정상
Female,25,68.90363,131.0382,정상
Male,30,65.21203,116.4051,정상
Male,19,67.31722,117.2372,저체중
Male,32,64.38819,124.1841,정상
Male,24,66.35807,119.5823,정상
Male,34,66.38672,131.7982,정상
Female,35,66.6684,143.8648,정상
Female,32,65.19706,95.36862,저체중
Male,20,69.42103,117.8366,저체중
Male,25,64.06378,123.079,정상
Female,20,68.24753,133.6979,정상
Male,19,68.89321,133.5338,정상
Male,30,70.65875,141.7325,정상
Male,33,66.17187,132.7272,정상
Male,29,69.79746,139.5868,정상
Male,33,69.39866,149.026,정상
Female,30,67.93777,117.9616,저체중
Male,19,67.26378,127.81,정상
Female,31,67.44849,139.9993,정상
Female,32,68.57844,127.3023,정상
Female,21,68.18689,116.6239,저체중
Female,19,71.21952,142.336,정상
Female,24,69.32096,123.3451,저체중
Male,35,65.65913,110.7946,저체중
Female,26,70.37,143.1529,정상
Male,33,64.79003,131.5436,정상
Male,30,65.92313,97.29027,저체중
Male,20,66.73192,128.011,정상
Female,27,65.40144,111.9967,저체중
Female,34,66.71355,121.5899,정상
Female,21,65.52829,120.2156,정상
Male,26,68.39107,127.4346,정상
Female,35,69.32446,131.3958,정상
Female,18,73.19305,144.5579,정상
Female,27,68.08406,116.6268,저체중
Male,31,70.00156,122.5793,저체중
Female,26,70.67706,117.6249,저체중
Male,18,66.43552,134.1497,정상
Male,25,68.10398,133.4111,정상
Female,29,70.03197,126.462,저체중
Male,18,64.56491,114.9612,정상
Female,30,68.39336,132.7568,정상
Female,32,68.0955,127.074,정상
Male,20,66.25512,137.4863,정상
Female,21,67.61981,113.9223,저체중
Female,31,67.10991,130.6669,정상
Female,29,68.30287,122.2908,저체중
Female,24,70.05068,126.1234,저체중
Female,32,67.69089,132.2541,정상
Male,21,69.26578,122.9495,저체중
Female,18,70.84848,131.7416,저체중
Male,18,67.14127,133.1617,정상
Male,18,65.6565,121.3197,정상
Male,22,67.91043,120.8734,저체중
Male,25,66.40429,130.1516,정상
Male,23,67.17903,126.7042,정상
Male,33,65.97607,136.9425,정상
Male,22,66.04298,114.3685,저체중
Male,34,71.71449,153.2031,정상
Female,22,66.09004,125.3156,정상
Male,20,68.28237,137.1149,정상
Male,27,69.2815,127.2959,정상
Female,23,65.76268,113.9716,정상
Male,22,66.98438,122.2353,정상
Male,34,65.6529,131.5253,정상
Male,23,68.95828,138.3287,정상
Female,22,68.66489,119.6475,저체중
Male,22,63.28472,134.2575,정상
Female,23,69.3378,145.5026,정상
Female,34,68.23957,129.4421,정상
Male,28,67.91304,111.7014,저체중
Female,30,66.16765,133.5217,정상
Female,18,67.31495,115.6811,저체중
Female,27,66.97137,118.4895,정상
Female,21,65.80597,124.801,정상
Female,22,66.79723,118.5487,정상
Female,24,65.12057,115.9726,정상
Male,31,66.84355,123.2907,정상
Male,21,68.38863,110.792,저체중
Female,23,68.68709,138.8422,정상
Male,27,71.59953,129.4179,저체중
Male,29,68.32022,137.7368,정상
Female,29,68.31,108.7164,저체중
Male,31,66.47004,122.2851,정상
Female,21,68.12458,130.3549,정상
Female,18,72.0858,138.3812,정상
Female,25,68.82191,114.476,저체중
Male,29,66.5675,113.8546,저체중
Female,33,70.19345,131.3116,정상
Male,24,68.39855,142.0522,정상
Male,29,68.23971,132.4932,정상
Female,23,71.56445,137.2813,정상
Male,26,68.85791,137.9349,정상
Male,29,70.46101,133.3018,정상
Male,23,68.19618,119.5517,저체중
Female,35,67.34632,123.2255,정상
Female,27,67.57452,119.1006,저체중
Male,27,70.49071,137.8164,정상
Male,29,69.00788,133.1503,정상
Female,23,69.18618,120.7711,저체중
Female,22,69.27963,134.9563,정상
Male,28,68.30928,132.4946,정상
Male,27,69.85509,112.2776,저체중
Male,18,66.99205,154.8623,정상
Male,22,68.83483,132.5996,정상
Male,32,65.51992,111.0786,저체중
Female,20,69.3211,128.1426,정상
Female,30,64.91352,132.2049,정상
Female,22,67.44463,136.2209,정상
Male,32,68.36722,135.6455,정상
Female,18,65.47213,83.33859,저체중
Female,22,69.36933,134.65,정상
Female,19,69.54885,134.6695,정상
Female,21,65.32827,114.8547,정상
Female,32,67.09904,118.2642,저체중
Male,19,66.42256,133.6799,정상
Male,21,71.0263,128.2917,저체중
Male,22,69.2985,121.2343,저체중
Male,19,66.85983,116.8298,저체중
Male,28,65.68344,116.4899,정상
Male,32,68.44039,131.2274,정상
Female,35,66.09236,124.9588,정상
Male,27,66.89796,105.0615,저체중
Male,25,67.65639,126.238,정상
Female,33,69.01429,132.3267,정상
Male,30,67.95663,134.3919,정상
Female,27,62.63031,98.87507,저체중
Male,32,70.47594,118.9593,저체중
Male,35,70.99287,132.9842,정상
Female,28,68.86312,137.4119,정상
Male,25,71.61657,126.9508,저체중
Male,29,65.17342,110.3023,저체중
Female,23,66.6864,134.4681,정상
Male,32,68.20849,133.9785,정상
Female,30,67.12074,115.4099,저체중
Female,20,68.43384,124.156,정상
Male,25,67.80769,139.6569,정상
Female,21,69.55436,126.1296,저체중
Female,20,69.626,130.6209,정상
Male,25,66.73544,127.3142,정상
Male,27,66.85735,115.6542,저체중
Female,31,68.73859,114.5677,저체중
Male,23,67.84689,129.8946,정상
Female,18,67.12274,132.4266,정상
Male,32,65.01406,124.2521,정상
Female,29,67.47471,102.7244,저체중
Female,27,67.25719,144.0751,정상
Female,32,67.24826,127.6367,정상
Male,21,66.30738,104.6319,저체중
Female,35,67.41475,125.3851,정상
Female,26,66.58363,126.1534,정상
Male,34,65.93812,104.2595,저체중
Male,30,69.80661,115.1499,저체중
Female,22,68.54967,139.205,정상
Female,34,70.66876,133.3968,정상
Female,20,68.59748,123.4007,저체중
Male,20,69.92431,124.9688,저체중
Male,35,69.29221,140.663,정상
Female,32,70.8323,114.6896,저체중
Male,30,69.47654,150.3265,정상
Male,33,65.12741,109.1273,저체중
Male,33,66.52541,100.9191,저체중
Male,18,66.75392,109.0707,저체중
Male,19,67.60759,132.4966,정상
Female,21,70.49105,131.9175,정상
Female,18,62.95883,122.8187,정상
Male,23,67.16728,126.6304,정상
Male,29,67.37938,115.0117,저체중
Female,22,66.73605,120.1152,정상
Female,34,66.50685,120.364,정상
Female,20,66.30539,103.8522,저체중
Male,23,69.84097,139.6097,정상
Female,20,68.43171,111.0371,저체중
Female,34,70.21848,113.2947,저체중
Male,29,67.94852,118.2123,저체중
Male,32,67.36696,118.6315,저체중
Male,23,69.06908,146.7647,정상
Male,29,64.44615,113.4007,정상
Male,29,65.42316,122.9447,정상
Male,22,66.9796,129.0708,정상
Male,24,69.01274,116.1521,저체중
Female,27,67.59833,136.7678,정상
Male,30,65.9525,130.6652,정상
Male,23,67.12379,125.5072,정상
Female,29,70.19532,126.5499,저체중
Male,22,69.38455,131.5782,정상
Female,35,69.88289,143.9437,정상
Female,25,66.33476,124.6417,정상
Female,27,69.86933,127.138,저체중
Male,25,69.17547,142.2736,정상
Male,33,63.69076,100.3788,저체중
Male,19,68.94349,112.6258,저체중
Female,25,67.82915,103.9962,저체중
Female,24,68.71299,133.2248,정상
Male,20,71.78816,143.102,정상
Male,27,70.80693,142.3487,정상
Male,35,67.04918,116.1558,저체중
Male,32,70.7374,143.0558,정상
Male,26,63.99731,102.6267,저체중
Male,22,68.44638,132.1454,정상
Female,21,64.8252,117.1635,정상
Female,29,70.32462,131.8657,정상
Female,21,70.20879,163.8728,정상
Male,35,68.04153,137.4699,정상
Female,28,68.99917,129.7717,정상
Male,20,67.06517,120.3846,정상
Male,31,69.51164,124.2078,저체중
Male,18,63.43652,126.3691,정상
Male,27,70.20568,136.4101,정상
Male,31,67.06886,127.1024,정상
Male,23,70.71333,141.4736,정상
Male,23,66.53558,133.3857,정상
Male,22,66.33691,123.5988,정상
Male,18,66.76051,131.4503,정상
Female,22,69.23838,126.2803,정상
Female,29,64.43238,92.31443,저체중
Male,33,67.65387,114.1495,저체중
Male,21,65.28297,121.8429,정상
Male,35,67.29254,122.4833,정상
Female,22,66.67426,108.0738,저체중
Male,28,67.18934,126.9589,정상
Male,35,68.86103,148.8058,정상
Female,21,65.91764,136.8749,정상
Female,27,67.48274,137.6678,정상
Male,25,65.86101,123.4096,정상
Male,25,69.58332,131.3107,정상
Male,32,66.48236,121.0822,정상
Female,19,67.12587,130.7108,정상
Female,31,68.03928,118.5115,저체중
Male,33,70.60422,133.7741,정상
Female,30,67.35277,134.1125,정상
Female,28,64.96602,124.6932,정상
Male,23,69.73659,126.8534,저체중
Female,26,67.85001,116.5084,저체중
Male,29,67.11269,137.5854,정상
Female,23,68.91724,126.4464,정상
Male,34,66.10288,143.3539,정상
Female,23,66.92685,114.6862,저체중
Male,28,67.62461,123.238,정상
Male,27,67.68375,146.636,정상
Male,30,69.69504,131.1339,정상
Male,32,67.53015,109.7927,저체중
Female,19,66.49217,112.7151,저체중
Male,25,67.49556,115.8608,저체중
Male,35,65.22979,118.5155,정상
Female,20,65.14555,109.0792,저체중
Female,31,69.96429,118.1581,저체중
Male,31,66.96921,119.725,정상
Female,26,72.68406,140.7454,정상
Female,33,70.62989,143.2336,정상
Female,31,66.28962,127.5244,정상
Female,28,66.87942,118.188,정상
Male,33,69.63736,138.7506,정상
Female,31,72.13221,133.896,저체중
Female,22,67.64678,116.0453,저체중
Male,20,66.29793,130.1744,정상
Female,24,66.24001,114.7215,저체중
Male,21,69.04627,123.7546,저체중
Male,29,68.95959,124.4974,저체중
Female,26,67.50624,145.7484,정상
Female,31,67.53604,137.2567,정상
Female,26,68.20346,121.3491,저체중
Male,33,67.12901,119.374,정상
Male,28,67.57283,123.2969,정상
