연월일시,pm10,pm2.5,오존,이산화질소,일산화탄소,아황산가스
2022-05-26:23,23,6,0.052,0.011,0.3,0.003
2022-05-26:22,19,7,0.052,0.011,0.3,0.003
2022-05-26:21,25,13,0.051,0.012,0.3,0.003
2022-05-26:20,28,9,0.049,0.012,0.3,0.003
2022-05-26:19,25,9,0.048,0.012,0.3,0.003
2022-05-26:18,35,6,0.05,0.012,0.3,0.002
2022-05-26:17,35,5,0.049,0.012,0.3,0.003
2022-05-26:16,24,5,0.05,0.013,0.3,0.003
2022-05-26:15,29,9,0.051,0.012,0.3,0.003
2022-05-26:14,37,7,0.05,0.011,0.3,0.003
2022-05-26:13,39,9,0.048,0.012,0.3,0.003
2022-05-26:12,27,8,0.044,0.015,0.4,0.003
2022-05-26:11,30,16,0.039,0.017,0.4,0.003
2022-05-26:10,25,12,0.032,0.022,0.4,0.003
2022-05-26:09,25,11,0.032,0.019,0.4,0.003
2022-05-26:08,18,8,0.032,0.016,0.4,0.003
2022-05-26:07,12,7,0.028,0.015,0.4,0.002
2022-05-26:06,11,6,0.034,0.009,0.4,0.002
2022-05-26:05,10,7,0.034,0.008,0.3,0.003
2022-05-26:04,10,6,0.04,0.006,0.3,0.002
2022-05-26:03,9,7,0.041,0.006,0.3,0.002
2022-05-26:02,9,6,0.041,0.005,0.3,0.003
2022-05-26:01,11,9,0.042,0.006,0.3,0.003
2022-05-25:24,9,7,0.038,0.009,0.3,0.002
2022-05-25:23,13,9,0.038,0.01,0.3,0.002
2022-05-25:22,19,12,0.037,0.01,0.3,0.003
2022-05-25:21,19,16,0.041,0.013,0.4,0.003
2022-05-25:20,23,14,0.043,0.016,0.3,0.003
2022-05-25:19,27,16,0.045,0.017,0.4,0.003
2022-05-25:18,28,16,0.048,0.019,0.3,0.004
2022-05-25:17,31,17,0.053,0.018,0.3,0.004
2022-05-25:16,26,13,0.061,0.014,0.3,0.003
2022-05-25:15,26,15,0.059,0.016,0.3,0.003
2022-05-25:14,27,16,0.058,0.02,0.4,0.004
2022-05-25:13,26,15,0.064,0.015,0.3,0.003
2022-05-25:12,24,12,0.055,0.016,0.4,0.003
2022-05-25:11,26,14,0.049,0.019,0.4,0.004
2022-05-25:10,23,13,0.041,0.021,0.4,0.003
2022-05-25:09,20,13,0.03,0.029,0.4,0.004
2022-05-25:08,20,10,0.026,0.025,0.4,0.003
2022-05-25:07,20,15,0.019,0.027,0.4,0.002
2022-05-25:06,20,12,0.025,0.02,0.3,0.003
2022-05-25:05,22,14,0.026,0.019,0.3,0.003
2022-05-25:04,17,11,0.032,0.018,0.3,0.003
2022-05-25:03,16,12,0.037,0.016,0.4,0.003
2022-05-25:02,16,11,0.042,0.015,0.3,0.003
2022-05-25:01,21,11,0.032,0.022,0.4,0.003
2022-05-24:24,19,10,0.035,0.021,0.4,0.003
2022-05-24:23,23,15,0.036,0.02,0.4,0.003
2022-05-24:22,20,11,0.041,0.018,0.4,0.003
2022-05-24:21,23,14,0.044,0.016,0.3,0.003
2022-05-24:20,27,15,0.048,0.014,0.4,0.003
2022-05-24:19,29,17,0.053,0.014,0.3,0.003
2022-05-24:18,28,13,0.061,0.016,0.3,0.003
2022-05-24:17,27,17,0.073,0.013,0.3,0.003
2022-05-24:16,31,16,0.075,0.012,0.3,0.003
2022-05-24:15,33,18,0.087,0.014,0.3,0.003
2022-05-24:14,33,15,0.076,0.016,0.3,0.003
2022-05-24:13,28,15,0.062,0.016,0.3,0.004
2022-05-24:12,24,14,0.058,0.014,0.3,0.003
2022-05-24:11,28,15,0.051,0.016,0.3,0.003
2022-05-24:10,28,16,0.039,0.022,0.4,0.003
2022-05-24:09,34,19,0.035,0.022,0.4,0.004
2022-05-24:08,31,18,0.028,0.025,0.4,0.003
2022-05-24:07,39,25,0.021,0.026,0.4,0.003
2022-05-24:06,40,25,0.028,0.018,0.4,0.003
2022-05-24:05,34,25,0.034,0.015,0.4,0.003
2022-05-24:04,34,23,0.042,0.012,0.4,0.004
2022-05-24:03,41,26,0.039,0.014,0.4,0.003
2022-05-24:02,37,24,0.032,0.018,0.4,0.003
2022-05-24:01,40,28,0.04,0.016,0.4,0.003
2022-05-23:24,41,26,0.041,0.018,0.4,0.003
2022-05-23:23,33,23,0.048,0.019,0.4,0.003
2022-05-23:22,33,22,0.057,0.02,0.5,0.003
2022-05-23:21,45,35,0.063,0.019,0.5,0.003
2022-05-23:20,67,43,0.072,0.022,0.6,0.004
2022-05-23:19,67,46,0.086,0.023,0.7,0.005
2022-05-23:18,75,50,0.102,0.025,0.7,0.005
2022-05-23:17,77,51,0.139,0.026,0.7,0.006
2022-05-23:16,83,56,0.14,0.024,0.7,0.006
2022-05-23:15,83,55,0.144,0.023,0.7,0.005
2022-05-23:14,73,47,0.119,0.019,0.6,0.004
2022-05-23:13,72,49,0.101,0.018,0.6,0.004
2022-05-23:12,68,44,0.08,0.019,0.6,0.004
2022-05-23:11,71,48,0.073,0.016,0.5,0.003
2022-05-23:10,63,42,0.058,0.019,0.5,0.003
2022-05-23:09,67,44,0.045,0.023,0.5,0.003
2022-05-23:08,64,43,0.046,0.016,0.5,0.003
2022-05-23:07,70,47,0.042,0.015,0.6,0.003
2022-05-23:06,66,44,0.045,0.011,0.6,0.002
2022-05-23:05,58,40,0.05,0.008,0.5,0.003
2022-05-23:04,53,35,0.047,0.009,0.4,0.003
2022-05-23:03,56,30,0.048,0.008,0.4,0.003
2022-05-23:02,47,25,0.045,0.009,0.4,0.003
2022-05-23:01,43,22,0.043,0.01,0.3,0.003
2022-05-22:24,38,20,0.048,0.01,0.4,0.003
2022-05-22:23,40,23,0.045,0.015,0.4,0.003
2022-05-22:22,38,23,0.05,0.017,0.4,0.004
2022-05-22:21,41,25,0.058,0.015,0.4,0.003
2022-05-22:20,37,21,0.056,0.015,0.4,0.003
2022-05-22:19,37,22,0.062,0.012,0.4,0.004
2022-05-22:18,38,22,0.071,0.01,0.4,0.003
2022-05-22:17,36,21,0.08,0.01,0.4,0.004
2022-05-22:16,35,20,0.084,0.011,0.4,0.003
2022-05-22:15,37,20,0.083,0.009,0.4,0.004
2022-05-22:14,33,21,0.079,0.009,0.4,0.003
2022-05-22:13,40,26,0.068,0.009,0.4,0.004
2022-05-22:12,35,24,0.061,0.008,0.4,0.002
2022-05-22:11,34,23,0.06,0.008,0.4,0.003
2022-05-22:10,32,23,0.06,0.007,0.4,0.003
2022-05-22:09,39,27,0.054,0.008,0.4,0.003
2022-05-22:08,40,30,0.052,0.008,0.4,0.003
2022-05-22:07,40,28,0.058,0.007,0.4,0.002
2022-05-22:06,37,26,0.057,0.006,0.4,0.002
2022-05-22:05,37,28,0.056,0.006,0.4,0.003
2022-05-22:04,35,27,0.054,0.006,0.3,0.003
2022-05-22:03,34,27,0.044,0.008,0.3,0.003
2022-05-22:02,28,21,0.043,0.008,0.3,0.002
2022-05-22:01,30,23,0.04,0.01,0.3,0.002
2022-05-21:24,22,16,0.039,0.01,0.3,0.003
2022-05-21:23,21,13,0.035,0.011,0.3,0.002
2022-05-21:22,22,14,0.029,0.014,0.3,0.002
2022-05-21:21,27,17,0.028,0.018,0.4,0.003
2022-05-21:20,30,22,0.036,0.016,0.4,0.003
2022-05-21:19,30,21,0.046,0.018,0.4,0.003
2022-05-21:18,31,20,0.06,0.014,0.4,0.003
2022-05-21:17,30,19,0.065,0.014,0.4,0.003
2022-05-21:16,35,21,0.064,0.012,0.4,0.003
2022-05-21:15,39,25,0.065,0.014,0.4,0.003
2022-05-21:14,39,27,0.074,0.012,0.4,0.004
2022-05-21:13,37,26,0.07,0.012,0.4,0.003
2022-05-21:12,36,23,0.058,0.012,0.4,0.003
2022-05-21:11,40,25,0.049,0.012,0.4,0.003
2022-05-21:10,34,20,0.043,0.013,0.3,0.003
2022-05-21:09,34,24,0.039,0.011,0.3,0.002
2022-05-21:08,38,24,0.03,0.014,0.3,0.003
2022-05-21:07,44,24,0.027,0.016,0.4,0.003
2022-05-21:06,36,25,0.027,0.013,0.4,0.003
2022-05-21:05,39,27,0.032,0.01,0.3,0.003
2022-05-21:04,41,25,0.03,0.013,0.4,0.003
2022-05-21:03,36,27,0.031,0.014,0.4,0.003
2022-05-21:02,36,25,0.033,0.015,0.4,0.003
2022-05-21:01,40,30,0.032,0.018,0.4,0.003
2022-05-20:24,37,27,0.03,0.02,0.4,0.004
2022-05-20:23,37,28,0.032,0.022,0.4,0.004
2022-05-20:22,35,27,0.039,0.019,0.4,0.003
2022-05-20:21,37,24,0.043,0.019,0.4,0.003
2022-05-20:20,38,26,0.045,0.022,0.4,0.004
2022-05-20:19,29,22,0.051,0.019,0.4,0.004
2022-05-20:18,31,18,0.055,0.017,0.4,0.004
2022-05-20:17,32,19,0.063,0.014,0.3,0.005
2022-05-20:16,33,20,0.076,0.013,0.3,0.005
2022-05-20:15,39,26,0.081,0.014,0.4,0.005
2022-05-20:14,38,25,0.087,0.015,0.4,0.005
2022-05-20:13,35,22,0.074,0.015,0.4,0.005
2022-05-20:12,33,21,0.073,0.015,0.4,0.005
2022-05-20:11,33,22,0.065,0.016,0.4,0.004
2022-05-20:10,31,19,0.058,0.021,0.5,0.004
2022-05-20:09,30,19,0.058,0.021,0.5,0.004
2022-05-20:08,29,19,0.047,0.025,0.5,0.005
2022-05-20:07,32,23,0.032,0.031,0.5,0.005
2022-05-20:06,29,22,0.032,0.03,0.5,0.004
2022-05-20:05,28,23,0.051,0.015,0.4,0.005
2022-05-20:04,30,21,0.055,0.012,0.4,0.006
2022-05-20:03,28,20,0.057,0.01,0.4,0.005
2022-05-20:02,29,20,0.058,0.011,0.4,0.004
2022-05-20:01,27,20,0.06,0.012,0.4,0.004
2022-05-19:24,30,20,0.061,0.011,0.4,0.003
2022-05-19:23,34,22,0.064,0.01,0.3,0.004
2022-05-19:22,33,20,0.064,0.013,0.4,0.004
2022-05-19:21,36,25,0.063,0.019,0.4,0.004
2022-05-19:20,41,22,0.072,0.015,0.4,0.004
2022-05-19:19,43,22,0.076,0.013,0.4,0.003
2022-05-19:18,48,21,0.078,0.011,0.4,0.003
2022-05-19:17,54,25,0.079,0.013,0.4,0.003
2022-05-19:16,54,24,0.081,0.012,0.4,0.004
2022-05-19:15,57,23,0.083,0.013,0.4,0.004
2022-05-19:14,57,22,0.08,0.014,0.4,0.004
2022-05-19:13,46,23,0.077,0.013,0.4,0.003
2022-05-19:12,41,20,0.071,0.012,0.4,0.004
2022-05-19:11,55,20,0.065,0.014,0.4,0.004
2022-05-19:10,41,16,0.06,0.016,0.4,0.004
2022-05-19:09,37,20,0.056,0.02,0.5,0.005
2022-05-19:08,38,19,0.057,0.02,0.5,0.004
2022-05-19:07,45,25,0.058,0.02,0.5,0.004
2022-05-19:06,41,24,0.064,0.017,0.5,0.003
2022-05-19:05,45,26,0.075,0.012,0.4,0.003
2022-05-19:04,42,23,0.081,0.009,0.4,0.003
2022-05-19:03,45,25,0.081,0.009,0.4,0.003
2022-05-19:02,44,25,0.081,0.009,0.4,0.003
2022-05-19:01,42,25,0.08,0.012,0.4,0.003
2022-05-18:24,43,25,0.083,0.011,0.4,0.003
2022-05-18:23,46,29,0.085,0.012,0.4,0.003
2022-05-18:22,45,25,0.085,0.011,0.4,0.004
2022-05-18:21,50,25,0.086,0.012,0.4,0.004
2022-05-18:20,52,29,0.087,0.013,0.4,0.004
2022-05-18:19,56,30,0.088,0.014,0.5,0.004
2022-05-18:18,61,30,0.092,0.015,0.5,0.004
2022-05-18:17,60,30,0.092,0.015,0.5,0.004
2022-05-18:16,60,32,0.082,0.016,0.5,0.004
2022-05-18:15,,,0.072,0.013,0.5,0.004
2022-05-18:14,,,,,,
2022-05-18:13,,,,,,
2022-05-18:12,40,22,0.066,0.023,0.6,0.004
2022-05-18:11,50,27,0.058,0.03,0.6,0.003
2022-05-18:10,54,32,0.053,0.036,0.6,0.003
2022-05-18:09,55,36,0.07,0.026,0.6,0.004
2022-05-18:08,52,31,0.072,0.025,0.6,0.004
2022-05-18:07,60,36,0.07,0.024,0.6,0.004
2022-05-18:06,65,39,0.075,0.017,0.6,0.003
2022-05-18:05,74,45,0.075,0.014,0.7,0.004
2022-05-18:04,69,42,0.073,0.016,0.7,0.004
2022-05-18:03,70,39,0.084,0.012,0.7,0.004
2022-05-18:02,66,38,0.095,0.01,0.6,0.003
2022-05-18:01,67,40,0.101,0.009,0.5,0.003
2022-05-17:24,66,40,0.093,0.013,0.6,0.003
2022-05-17:23,65,40,0.081,0.018,0.6,0.003
2022-05-17:22,63,38,0.082,0.018,0.6,0.004
2022-05-17:21,64,39,0.079,0.022,0.6,0.004
2022-05-17:20,67,37,0.08,0.024,0.6,0.004
2022-05-17:19,58,31,0.087,0.019,0.5,0.003
2022-05-17:18,57,29,0.091,0.017,0.5,0.003
2022-05-17:17,58,28,0.095,0.016,0.5,0.004
2022-05-17:16,62,30,0.097,0.014,0.5,0.004
2022-05-17:15,64,33,0.102,0.013,0.5,0.004
2022-05-17:14,49,25,0.097,0.017,0.5,0.004
2022-05-17:13,50,24,0.082,0.016,0.4,0.004
2022-05-17:12,47,24,0.074,0.017,0.5,0.004
2022-05-17:11,48,22,0.064,0.02,0.5,0.004
2022-05-17:10,42,19,0.057,0.022,0.5,0.004
2022-05-17:09,41,20,0.059,0.019,0.5,0.004
2022-05-17:08,36,19,0.054,0.023,0.5,0.004
2022-05-17:07,38,21,0.052,0.019,0.4,0.003
2022-05-17:06,39,22,0.051,0.016,0.5,0.003
2022-05-17:05,39,22,0.058,0.013,0.5,0.003
2022-05-17:04,36,19,0.059,0.012,0.4,0.003
2022-05-17:03,40,21,0.06,0.011,0.5,0.003
2022-05-17:02,36,17,0.055,0.013,0.6,0.003
2022-05-17:01,33,17,0.055,0.013,0.4,0.003
2022-05-16:24,37,18,0.057,0.013,0.4,0.003
2022-05-16:23,45,20,0.06,0.013,0.4,0.003
2022-05-16:22,63,18,0.06,0.013,0.4,0.003
2022-05-16:21,60,20,0.061,0.015,0.4,0.003
2022-05-16:20,45,20,0.061,0.019,0.4,0.003
2022-05-16:19,44,20,0.069,0.013,0.4,0.003
2022-05-16:18,40,16,0.066,0.016,0.4,0.004
2022-05-16:17,43,18,0.071,0.014,0.4,0.003
2022-05-16:16,48,19,0.085,0.013,0.4,0.004
2022-05-16:15,45,17,0.086,0.013,0.4,0.004
2022-05-16:14,36,16,0.079,0.012,0.4,0.004
2022-05-16:13,39,16,0.078,0.013,0.4,0.004
2022-05-16:12,31,13,0.062,0.016,0.4,0.004
2022-05-16:11,29,11,0.05,0.017,0.4,0.004
2022-05-16:10,21,6,0.047,0.015,0.4,0.003
2022-05-16:09,21,9,0.034,0.022,0.4,0.003
2022-05-16:08,16,5,0.03,0.024,0.4,0.003
2022-05-16:07,14,8,0.029,0.023,0.4,0.003
2022-05-16:06,14,7,0.034,0.018,0.3,0.003
2022-05-16:05,17,7,0.043,0.011,0.3,0.002
2022-05-16:04,16,8,0.041,0.012,0.3,0.003
2022-05-16:03,17,9,0.041,0.013,0.3,0.002
2022-05-16:02,15,7,0.046,0.013,0.3,0.003
2022-05-16:01,16,10,0.049,0.011,0.3,0.002
2022-05-15:24,18,9,0.053,0.009,0.3,0.003
2022-05-15:23,18,10,0.053,0.009,0.3,0.002
2022-05-15:22,19,9,0.055,0.008,0.3,0.003
2022-05-15:21,22,11,0.055,0.009,0.3,0.003
2022-05-15:20,24,10,0.055,0.008,0.3,0.003
2022-05-15:19,24,11,0.052,0.009,0.3,0.003
2022-05-15:18,26,8,0.055,0.008,0.3,0.002
2022-05-15:17,27,6,0.056,0.005,0.3,0.003
2022-05-15:16,30,9,0.056,0.005,0.3,0.003
2022-05-15:15,25,10,0.055,0.005,0.3,0.003
2022-05-15:14,20,10,0.056,0.005,0.3,0.002
2022-05-15:13,20,11,0.055,0.005,0.3,0.003
2022-05-15:12,22,9,0.055,0.004,0.3,0.002
2022-05-15:11,25,13,0.053,0.005,0.3,0.003
2022-05-15:10,22,9,0.047,0.008,0.3,0.003
2022-05-15:09,21,10,0.035,0.014,0.4,0.002
2022-05-15:08,16,4,0.036,0.012,0.3,0.002
2022-05-15:07,20,10,0.037,0.01,0.3,0.003
2022-05-15:06,18,9,0.04,0.007,0.3,0.003
2022-05-15:05,19,10,0.041,0.006,0.3,0.002
2022-05-15:04,20,9,0.043,0.006,0.3,0.002
2022-05-15:03,22,12,0.043,0.006,0.3,0.003
2022-05-15:02,19,8,0.044,0.006,0.3,0.002
2022-05-15:01,23,9,0.046,0.005,0.3,0.003
2022-05-14:24,21,9,0.048,0.005,0.3,0.002
2022-05-14:23,23,11,0.048,0.006,0.3,0.003
2022-05-14:22,23,8,0.044,0.008,0.3,0.002
2022-05-14:21,26,10,0.04,0.011,0.4,0.002
2022-05-14:20,31,10,0.042,0.009,0.3,0.003
2022-05-14:19,32,8,0.042,0.009,0.3,0.003
2022-05-14:18,33,6,0.042,0.009,0.3,0.003
2022-05-14:17,41,10,0.043,0.009,0.3,0.003
2022-05-14:16,40,7,0.047,0.01,0.3,0.003
2022-05-14:15,41,10,0.047,0.009,0.3,0.003
2022-05-14:14,41,9,0.049,0.008,0.3,0.003
2022-05-14:13,38,8,0.049,0.009,0.3,0.003
2022-05-14:12,37,8,0.047,0.007,0.3,0.003
2022-05-14:11,32,9,0.049,0.008,0.3,0.002
2022-05-14:10,29,8,0.048,0.009,0.3,0.003
2022-05-14:09,28,9,0.046,0.011,0.4,0.003
2022-05-14:08,27,10,0.044,0.012,0.4,0.003
2022-05-14:07,27,17,0.039,0.015,0.4,0.003
2022-05-14:06,32,17,0.045,0.01,0.4,0.003
2022-05-14:05,33,17,0.045,0.01,0.4,0.003
2022-05-14:04,26,14,0.035,0.012,0.4,0.003
2022-05-14:03,24,12,0.042,0.008,0.4,0.003
2022-05-14:02,22,12,0.041,0.006,0.3,0.003
2022-05-14:01,22,11,0.038,0.01,0.3,0.002
2022-05-13:24,23,12,0.036,0.01,0.3,0.002
2022-05-13:23,25,12,0.036,0.011,0.4,0.003
2022-05-13:22,24,12,0.037,0.012,0.3,0.002
2022-05-13:21,32,13,0.04,0.009,0.4,0.003
2022-05-13:20,35,14,0.043,0.009,0.4,0.003
2022-05-13:19,42,13,0.045,0.008,0.4,0.003
2022-05-13:18,27,10,0.049,0.009,0.4,0.003
2022-05-13:17,32,13,0.052,0.01,0.4,0.002
2022-05-13:16,30,12,0.059,0.01,0.3,0.002
2022-05-13:15,32,15,0.066,0.011,0.4,0.003
2022-05-13:14,32,15,0.058,0.016,0.4,0.003
2022-05-13:13,30,16,0.048,0.021,0.4,0.003
2022-05-13:12,27,13,0.046,0.017,0.4,0.003
2022-05-13:11,26,13,0.042,0.017,0.4,0.003
2022-05-13:10,23,10,0.038,0.017,0.4,0.003
2022-05-13:09,21,11,0.034,0.019,0.4,0.002
2022-05-13:08,17,7,0.028,0.021,0.4,0.002
2022-05-13:07,20,12,0.031,0.017,0.3,0.003
2022-05-13:06,19,11,0.034,0.013,0.3,0.003
2022-05-13:05,19,12,0.038,0.01,0.3,0.003
2022-05-13:04,20,11,0.04,0.008,0.3,0.002
2022-05-13:03,20,11,0.038,0.009,0.3,0.003
2022-05-13:02,21,11,0.039,0.009,0.3,0.003
2022-05-13:01,27,11,0.037,0.013,0.4,0.002
2022-05-12:24,36,17,0.037,0.015,0.4,0.002
2022-05-12:23,38,22,0.032,0.025,0.6,0.003
2022-05-12:22,38,19,0.04,0.021,0.5,0.003
2022-05-12:21,41,20,0.046,0.017,0.5,0.003
2022-05-12:20,41,20,0.05,0.016,0.5,0.003
2022-05-12:19,43,17,0.051,0.019,0.5,0.003
2022-05-12:18,43,16,0.058,0.019,0.4,0.003
2022-05-12:17,38,20,0.082,0.014,0.4,0.002
2022-05-12:16,30,14,0.086,0.012,0.4,0.002
2022-05-12:15,29,14,0.077,0.014,0.4,0.003
2022-05-12:14,23,11,0.072,0.015,0.4,0.003
2022-05-12:13,23,10,0.065,0.012,0.4,0.002
2022-05-12:12,22,10,0.054,0.014,0.4,0.002
2022-05-12:11,26,12,0.051,0.011,0.4,0.002
2022-05-12:10,28,10,0.04,0.018,0.4,0.003
2022-05-12:09,29,8,0.036,0.018,0.4,0.003
2022-05-12:08,25,10,0.029,0.022,0.4,0.003
2022-05-12:07,25,12,0.033,0.018,0.4,0.003
2022-05-12:06,23,12,0.036,0.014,0.4,0.003
2022-05-12:05,23,11,0.042,0.011,0.4,0.003
2022-05-12:04,23,11,0.041,0.009,0.3,0.003
2022-05-12:03,25,13,0.038,0.01,0.3,0.003
2022-05-12:02,24,11,0.031,0.016,0.4,0.003
2022-05-12:01,24,12,0.033,0.018,0.4,0.003
2022-05-11:24,23,10,0.039,0.015,0.4,0.002
2022-05-11:23,26,12,0.043,0.013,0.3,0.002
2022-05-11:22,24,12,0.045,0.013,0.3,0.003
2022-05-11:21,28,14,0.045,0.016,0.4,0.003
2022-05-11:20,28,15,0.045,0.02,0.4,0.003
2022-05-11:19,33,16,0.052,0.014,0.4,0.003
2022-05-11:18,34,14,0.055,0.014,0.4,0.003
2022-05-11:17,36,16,0.061,0.015,0.4,0.003
2022-05-11:16,33,15,0.074,0.013,0.4,0.003
2022-05-11:15,32,16,0.081,0.012,0.4,0.003
2022-05-11:14,29,13,0.077,0.013,0.3,0.003
2022-05-11:13,28,12,0.064,0.015,0.3,0.003
2022-05-11:12,26,12,0.057,0.017,0.4,0.004
2022-05-11:11,35,14,0.052,0.019,0.4,0.003
2022-05-11:10,31,14,0.044,0.025,0.4,0.004
2022-05-11:09,34,19,0.041,0.025,0.4,0.003
2022-05-11:08,27,13,0.037,0.026,0.4,0.003
2022-05-11:07,22,13,0.033,0.027,0.4,0.003
2022-05-11:06,20,12,0.042,0.019,0.3,0.003
2022-05-11:05,21,15,0.046,0.015,0.3,0.003
2022-05-11:04,21,13,0.052,0.013,0.3,0.003
2022-05-11:03,21,13,0.058,0.011,0.3,0.003
2022-05-11:02,23,12,0.061,0.01,0.3,0.003
2022-05-11:01,32,19,0.057,0.017,0.4,0.003
2022-05-10:24,28,15,0.058,0.018,0.4,0.003
2022-05-10:23,33,16,0.063,0.015,0.4,0.003
2022-05-10:22,31,16,0.063,0.017,0.4,0.003
2022-05-10:21,,17,0.06,0.022,0.4,0.004
2022-05-10:20,35,16,0.064,0.02,0.4,0.003
2022-05-10:19,26,16,0.071,0.019,0.4,0.003
2022-05-10:18,20,12,0.071,0.013,0.3,0.002
2022-05-10:17,23,17,0.069,0.013,0.3,0.003
2022-05-10:16,23,13,0.065,0.013,0.3,0.003
2022-05-10:15,25,13,0.062,0.011,0.3,0.003
2022-05-10:14,17,10,0.062,0.012,0.3,0.003
2022-05-10:13,17,9,0.054,0.011,0.3,0.003
2022-05-10:12,18,7,0.044,0.016,0.3,0.003
2022-05-10:11,21,9,0.033,0.023,0.3,0.003
2022-05-10:10,19,6,0.03,0.023,0.4,0.002
2022-05-10:09,20,4,0.021,0.029,0.4,0.003
2022-05-10:08,15,7,0.021,0.025,0.3,0.003
2022-05-10:07,19,11,0.015,0.028,0.4,0.003
2022-05-10:06,21,13,0.006,0.036,0.5,0.003
2022-05-10:05,22,15,0.004,0.039,0.5,0.003
2022-05-10:04,25,15,0.003,0.042,0.6,0.002
2022-05-10:03,27,20,0.004,0.042,0.6,0.003
2022-05-10:02,25,15,0.005,0.045,0.6,0.003
2022-05-10:01,28,16,0.01,0.042,0.5,0.003
2022-05-09:24,28,16,0.023,0.04,0.5,0.002
2022-05-09:23,29,17,0.037,0.028,0.5,0.003
2022-05-09:22,31,17,0.048,0.023,0.4,0.003
2022-05-09:21,37,20,0.039,0.029,0.4,0.004
2022-05-09:20,19,12,0.04,0.025,0.4,0.003
2022-05-09:19,16,10,0.05,0.012,0.3,0.002
2022-05-09:18,13,7,0.05,0.012,0.3,0.002
2022-05-09:17,11,8,0.051,0.01,0.3,0.002
2022-05-09:16,11,4,0.049,0.011,0.3,0.002
2022-05-09:15,14,7,0.048,0.013,0.3,0.002
2022-05-09:14,11,5,0.05,0.01,0.3,0.003
2022-05-09:13,11,7,0.052,0.008,0.3,0.002
2022-05-09:12,16,5,0.046,0.012,0.3,0.003
2022-05-09:11,16,8,0.044,0.013,0.3,0.002
2022-05-09:10,10,2,0.042,0.012,0.3,0.002
2022-05-09:09,14,6,0.031,0.018,0.3,0.002
2022-05-09:08,6,2,0.023,0.021,0.3,0.002
2022-05-09:07,9,7,0.03,0.016,0.3,0.002
2022-05-09:06,9,6,0.03,0.012,0.3,0.003
2022-05-09:05,9,7,0.037,0.009,0.3,0.002
2022-05-09:04,7,4,0.041,0.007,0.3,0.002
2022-05-09:03,9,8,0.04,0.008,0.3,0.002
2022-05-09:02,7,5,0.04,0.008,0.3,0.002
2022-05-09:01,6,6,0.043,0.007,0.3,0.003
2022-05-08:24,9,5,0.039,0.01,0.3,0.002
2022-05-08:23,12,9,0.036,0.012,0.3,0.003
2022-05-08:22,12,7,0.039,0.012,0.3,0.002
2022-05-08:21,17,9,0.041,0.011,0.3,0.002
2022-05-08:20,20,8,0.048,0.008,0.3,0.003
2022-05-08:19,21,11,0.045,0.01,0.3,0.002
2022-05-08:18,16,10,0.04,0.011,0.3,0.002
2022-05-08:17,19,9,0.043,0.009,0.3,0.003
2022-05-08:16,15,8,0.044,0.009,0.3,0.003
2022-05-08:15,18,10,0.045,0.009,0.3,0.002
2022-05-08:14,17,9,0.044,0.01,0.3,0.002
2022-05-08:13,15,7,0.044,0.01,0.3,0.003
2022-05-08:12,13,6,0.043,0.009,0.3,0.002
2022-05-08:11,14,7,0.043,0.009,0.3,0.003
2022-05-08:10,15,6,0.04,0.01,0.3,0.002
2022-05-08:09,15,9,0.04,0.01,0.3,0.003
2022-05-08:08,13,6,0.041,0.008,0.3,0.002
2022-05-08:07,12,5,0.041,0.009,0.3,0.002
2022-05-08:06,14,6,0.043,0.007,0.3,0.002
2022-05-08:05,14,9,0.044,0.006,0.3,0.003
2022-05-08:04,14,6,0.045,0.005,0.3,0.002
2022-05-08:03,16,10,0.043,0.006,0.3,0.002
2022-05-08:02,24,8,0.041,0.008,0.3,0.002
2022-05-08:01,28,11,0.038,0.011,0.3,0.003
2022-05-07:24,30,11,0.035,0.016,0.4,0.002
2022-05-07:23,32,12,0.038,0.013,0.4,0.003
2022-05-07:22,31,10,0.043,0.009,0.3,0.003
2022-05-07:21,32,11,0.043,0.01,0.3,0.002
2022-05-07:20,35,12,0.046,0.011,0.4,0.002
2022-05-07:19,34,15,0.052,0.009,0.4,0.003
2022-05-07:18,32,12,0.055,0.008,0.3,0.002
2022-05-07:17,35,11,0.056,0.006,0.3,0.003
2022-05-07:16,42,8,0.054,0.006,0.3,0.002
2022-05-07:15,46,10,0.054,0.006,0.3,0.003
2022-05-07:14,33,7,0.052,0.006,0.3,0.002
2022-05-07:13,34,9,0.05,0.005,0.3,0.002
2022-05-07:12,23,6,0.047,0.005,0.3,0.002
2022-05-07:11,23,11,0.041,0.006,0.3,0.002
2022-05-07:10,21,11,0.033,0.012,0.3,0.003
2022-05-07:09,19,14,0.034,0.012,0.3,0.002
2022-05-07:08,19,14,0.035,0.011,0.3,0.002
2022-05-07:07,16,10,0.033,0.01,0.3,0.002
2022-05-07:06,11,8,0.034,0.008,0.3,0.002
2022-05-07:05,17,14,0.034,0.007,0.3,0.002
2022-05-07:04,17,11,0.038,0.005,0.3,0.003
2022-05-07:03,25,17,0.038,0.005,0.3,0.003
2022-05-07:02,34,21,0.033,0.008,0.3,0.003
2022-05-07:01,36,24,0.028,0.011,0.3,0.003
2022-05-06:24,33,21,0.026,0.013,0.3,0.003
2022-05-06:23,40,26,0.029,0.011,0.3,0.003
2022-05-06:22,44,28,0.027,0.014,0.4,0.002
