구분,급식_메뉴_이름,급식_메뉴_종류,배식량_단위g,잔반량_단위g,학생별_섭취율_정도,메뉴별_평균섭취율,종류별_평균섭취율,메뉴별_평균잔반율,종류별_평균잔반율
6550,츄러스 떡말이 구이,반찬류,50,22,보통,79,59,59,59
6551,김구이,반찬류,4,0,높음,95,59,59,59
6552,시리얼요거트,후식류,38,0,높음,72,73,73,73
6553,흑미밥,밥류,101,0,높음,92,81,81,81
6554,근대된장국,국/찌개류,40,0,높음,48,52,52,52
6555,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
6556,돼지고기김치찜,반찬류,59,6,높음,55,59,59,59
6557,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6558,시리얼요거트,후식류,31,0,높음,72,73,73,73
6559,흑미밥,밥류,72,14,높음,92,81,81,81
6560,근대된장국,국/찌개류,40,25,보통,48,52,52,52
6561,맛살콩나물냉채,반찬류,42,9,높음,46,59,59,59
6562,돼지고기김치찜,반찬류,71,60,낮음,55,59,59,59
6563,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6564,김구이,반찬류,4,0,높음,95,59,59,59
6565,시리얼요거트,후식류,31,0,높음,72,73,73,73
6566,흑미밥,밥류,101,58,보통,92,81,81,81
6567,근대된장국,국/찌개류,67,45,보통,48,52,52,52
6568,맛살콩나물냉채,반찬류,31,5,높음,46,59,59,59
6569,돼지고기김치찜,반찬류,71,18,높음,55,59,59,59
6570,츄러스 떡말이 구이,반찬류,50,36,보통,79,59,59,59
6571,김구이,반찬류,4,4,낮음,95,59,59,59
6572,시리얼요거트,후식류,42,31,보통,72,73,73,73
6573,흑미밥,밥류,101,0,높음,92,81,81,81
6574,근대된장국,국/찌개류,45,40,낮음,48,52,52,52
6575,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
6576,돼지고기김치찜,반찬류,65,24,보통,55,59,59,59
6577,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6578,김구이,반찬류,4,0,높음,95,59,59,59
6579,시리얼요거트,후식류,31,0,높음,72,73,73,73
6580,흑미밥,밥류,109,0,높음,92,81,81,81
6581,근대된장국,국/찌개류,42,15,보통,48,52,52,52
6582,맛살콩나물냉채,반찬류,31,9,보통,46,59,59,59
6583,돼지고기김치찜,반찬류,47,12,보통,55,59,59,59
6584,츄러스 떡말이 구이,반찬류,50,36,보통,79,59,59,59
6585,김구이,반찬류,4,4,낮음,95,59,59,59
6586,시리얼요거트,후식류,23,0,높음,72,73,73,73
6587,흑미밥,밥류,87,15,높음,92,81,81,81
6588,근대된장국,국/찌개류,50,15,보통,48,52,52,52
6589,맛살콩나물냉채,반찬류,35,9,보통,46,59,59,59
6590,돼지고기김치찜,반찬류,83,36,보통,55,59,59,59
6591,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6592,김구이,반찬류,4,0,높음,95,59,59,59
6593,흑미밥,밥류,101,0,높음,92,81,81,81
6594,근대된장국,국/찌개류,35,23,보통,48,52,52,52
6595,맛살콩나물냉채,반찬류,22,9,보통,46,59,59,59
6596,돼지고기김치찜,반찬류,47,18,보통,55,59,59,59
6597,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6598,김구이,반찬류,4,0,높음,95,59,59,59
6599,시리얼요거트,후식류,38,0,높음,72,73,73,73
6600,흑미밥,밥류,120,0,높음,92,81,81,81
6601,근대된장국,국/찌개류,50,35,보통,48,52,52,52
6602,맛살콩나물냉채,반찬류,26,9,보통,46,59,59,59
6603,돼지고기김치찜,반찬류,47,0,높음,55,59,59,59
6604,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6605,시리얼요거트,후식류,38,0,높음,72,73,73,73
6606,흑미밥,밥류,105,0,높음,92,81,81,81
6607,근대된장국,국/찌개류,55,20,보통,48,52,52,52
6608,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
6609,돼지고기김치찜,반찬류,35,12,보통,55,59,59,59
6610,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6611,시리얼요거트,후식류,38,0,높음,72,73,73,73
6612,흑미밥,밥류,94,0,높음,92,81,81,81
6613,근대된장국,국/찌개류,47,10,높음,48,52,52,52
6614,맛살콩나물냉채,반찬류,6,2,보통,46,59,59,59
6615,돼지고기김치찜,반찬류,59,36,보통,55,59,59,59
6616,츄러스 떡말이 구이,반찬류,50,4,높음,79,59,59,59
6617,시리얼요거트,후식류,42,0,높음,72,73,73,73
6618,흑미밥,밥류,90,0,높음,92,81,81,81
6619,근대된장국,국/찌개류,55,35,보통,48,52,52,52
6620,맛살콩나물냉채,반찬류,22,3,높음,46,59,59,59
6621,돼지고기김치찜,반찬류,71,36,보통,55,59,59,59
6622,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6623,시리얼요거트,후식류,34,0,높음,72,73,73,73
6624,흑미밥,밥류,94,0,높음,92,81,81,81
6625,근대된장국,국/찌개류,75,25,보통,48,52,52,52
6626,맛살콩나물냉채,반찬류,13,5,보통,46,59,59,59
6627,돼지고기김치찜,반찬류,35,18,보통,55,59,59,59
6628,츄러스 떡말이 구이,반찬류,50,11,높음,79,59,59,59
6629,김구이,반찬류,4,0,높음,95,59,59,59
6630,시리얼요거트,후식류,46,0,높음,72,73,73,73
6631,흑미밥,밥류,72,0,높음,92,81,81,81
6632,근대된장국,국/찌개류,50,15,보통,48,52,52,52
6633,맛살콩나물냉채,반찬류,31,0,높음,46,59,59,59
6634,돼지고기김치찜,반찬류,59,0,높음,55,59,59,59
6635,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6636,김구이,반찬류,4,0,높음,95,59,59,59
6637,시리얼요거트,후식류,38,0,높음,72,73,73,73
6638,흑미밥,밥류,94,0,높음,92,81,81,81
6639,근대된장국,국/찌개류,40,15,보통,48,52,52,52
6640,맛살콩나물냉채,반찬류,6,2,보통,46,59,59,59
6641,돼지고기김치찜,반찬류,71,18,높음,55,59,59,59
6642,츄러스 떡말이 구이,반찬류,50,22,보통,79,59,59,59
6643,시리얼요거트,후식류,23,20,낮음,72,73,73,73
6644,흑미밥,밥류,72,0,높음,92,81,81,81
6645,근대된장국,국/찌개류,35,15,보통,48,52,52,52
6646,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
6647,돼지고기김치찜,반찬류,47,24,보통,55,59,59,59
6648,츄러스 떡말이 구이,반찬류,50,36,보통,79,59,59,59
6649,김구이,반찬류,4,0,높음,95,59,59,59
6650,시리얼요거트,후식류,34,0,높음,72,73,73,73
6651,흑미밥,밥류,94,0,높음,92,81,81,81
6652,근대된장국,국/찌개류,50,25,보통,48,52,52,52
6653,돼지고기김치찜,반찬류,35,35,낮음,55,59,59,59
6654,츄러스 떡말이 구이,반찬류,50,43,낮음,79,59,59,59
6655,흑미밥,밥류,58,0,높음,92,81,81,81
6656,근대된장국,국/찌개류,37,10,보통,48,52,52,52
6657,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
6658,돼지고기김치찜,반찬류,35,18,보통,55,59,59,59
6659,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6660,김구이,반찬류,4,0,높음,95,59,59,59
6661,시리얼요거트,후식류,34,3,높음,72,73,73,73
6662,흑미밥,밥류,72,0,높음,92,81,81,81
6663,근대된장국,국/찌개류,40,10,높음,48,52,52,52
6664,맛살콩나물냉채,반찬류,6,4,보통,46,59,59,59
6665,돼지고기김치찜,반찬류,83,30,보통,55,59,59,59
6666,츄러스 떡말이 구이,반찬류,46,43,낮음,79,59,59,59
6667,김구이,반찬류,4,0,높음,95,59,59,59
6668,시리얼요거트,후식류,38,31,낮음,72,73,73,73
6669,흑미밥,밥류,87,0,높음,92,81,81,81
6670,근대된장국,국/찌개류,45,30,보통,48,52,52,52
6671,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
6672,돼지고기김치찜,반찬류,59,0,높음,55,59,59,59
6673,츄러스 떡말이 구이,반찬류,50,33,보통,79,59,59,59
6674,김구이,반찬류,4,0,높음,95,59,59,59
6675,시리얼요거트,후식류,31,24,낮음,72,73,73,73
6676,흑미밥,밥류,72,0,높음,92,81,81,81
6677,근대된장국,국/찌개류,40,5,높음,48,52,52,52
6678,돼지고기김치찜,반찬류,17,0,높음,55,59,59,59
6679,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6680,시리얼요거트,후식류,38,0,높음,72,73,73,73
6681,흑미밥,밥류,101,0,높음,92,81,81,81
6682,근대된장국,국/찌개류,40,15,보통,48,52,52,52
6683,맛살콩나물냉채,반찬류,17,13,낮음,46,59,59,59
6684,돼지고기김치찜,반찬류,23,23,낮음,55,59,59,59
6685,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6686,김구이,반찬류,4,0,높음,95,59,59,59
6687,시리얼요거트,후식류,38,0,높음,72,73,73,73
6688,흑미밥,밥류,94,0,높음,92,81,81,81
6689,근대된장국,국/찌개류,50,10,높음,48,52,52,52
6690,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
6691,돼지고기김치찜,반찬류,35,12,보통,55,59,59,59
6692,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
6693,시리얼요거트,후식류,38,0,높음,72,73,73,73
6694,흑미밥,밥류,58,0,높음,92,81,81,81
6695,근대된장국,국/찌개류,45,0,높음,48,52,52,52
6696,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
6697,돼지고기김치찜,반찬류,29,6,높음,55,59,59,59
6698,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6699,김구이,반찬류,4,0,높음,95,59,59,59
6700,시리얼요거트,후식류,31,0,높음,72,73,73,73
6701,흑미밥,밥류,43,3,높음,92,81,81,81
6702,근대된장국,국/찌개류,22,5,높음,48,52,52,52
6703,맛살콩나물냉채,반찬류,13,9,보통,46,59,59,59
6704,돼지고기김치찜,반찬류,47,12,보통,55,59,59,59
6705,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6706,김구이,반찬류,4,0,높음,95,59,59,59
6707,시리얼요거트,후식류,23,0,높음,72,73,73,73
6708,흑미밥,밥류,72,0,높음,92,81,81,81
6709,근대된장국,국/찌개류,40,15,보통,48,52,52,52
6710,맛살콩나물냉채,반찬류,22,0,높음,46,59,59,59
6711,돼지고기김치찜,반찬류,83,0,높음,55,59,59,59
6712,츄러스 떡말이 구이,반찬류,50,29,보통,79,59,59,59
6713,김구이,반찬류,4,0,높음,95,59,59,59
6714,시리얼요거트,후식류,11,11,낮음,72,73,73,73
6715,흑미밥,밥류,94,0,높음,92,81,81,81
6716,근대된장국,국/찌개류,40,15,보통,48,52,52,52
6717,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
6718,돼지고기김치찜,반찬류,59,12,높음,55,59,59,59
6719,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6720,김구이,반찬류,4,0,높음,95,59,59,59
6721,시리얼요거트,후식류,15,0,높음,72,73,73,73
6722,흑미밥,밥류,94,0,높음,92,81,81,81
6723,근대된장국,국/찌개류,50,15,보통,48,52,52,52
6724,맛살콩나물냉채,반찬류,8,8,낮음,46,59,59,59
6725,돼지고기김치찜,반찬류,59,42,보통,55,59,59,59
6726,츄러스 떡말이 구이,반찬류,50,22,보통,79,59,59,59
6727,김구이,반찬류,4,0,높음,95,59,59,59
6728,시리얼요거트,후식류,38,31,낮음,72,73,73,73
6729,흑미밥,밥류,58,0,높음,92,81,81,81
6730,근대된장국,국/찌개류,30,30,낮음,48,52,52,52
6731,맛살콩나물냉채,반찬류,13,5,보통,46,59,59,59
6732,돼지고기김치찜,반찬류,65,12,높음,55,59,59,59
6733,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6734,김구이,반찬류,4,0,높음,95,59,59,59
6735,시리얼요거트,후식류,23,0,높음,72,73,73,73
6736,흑미밥,밥류,87,0,높음,92,81,81,81
6737,근대된장국,국/찌개류,32,10,보통,48,52,52,52
6738,맛살콩나물냉채,반찬류,11,5,보통,46,59,59,59
6739,돼지고기김치찜,반찬류,29,6,높음,55,59,59,59
6740,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
6741,김구이,반찬류,4,0,높음,95,59,59,59
6742,시리얼요거트,후식류,38,23,보통,72,73,73,73
6743,흑미밥,밥류,87,0,높음,92,81,81,81
6744,근대된장국,국/찌개류,55,15,보통,48,52,52,52
6745,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
6746,돼지고기김치찜,반찬류,47,0,높음,55,59,59,59
6747,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6748,김구이,반찬류,4,0,높음,95,59,59,59
6749,시리얼요거트,후식류,42,0,높음,72,73,73,73
6750,흑미밥,밥류,72,0,높음,92,81,81,81
6751,근대된장국,국/찌개류,30,10,보통,48,52,52,52
6752,맛살콩나물냉채,반찬류,6,4,보통,46,59,59,59
6753,돼지고기김치찜,반찬류,83,12,높음,55,59,59,59
6754,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6755,김구이,반찬류,4,0,높음,95,59,59,59
6756,시리얼요거트,후식류,31,0,높음,72,73,73,73
6757,흑미밥,밥류,72,0,높음,92,81,81,81
6758,근대된장국,국/찌개류,25,0,높음,48,52,52,52
6759,맛살콩나물냉채,반찬류,13,7,보통,46,59,59,59
6760,돼지고기김치찜,반찬류,47,6,높음,55,59,59,59
6761,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6762,김구이,반찬류,4,0,높음,95,59,59,59
6763,시리얼요거트,후식류,23,0,높음,72,73,73,73
6764,흑미밥,밥류,87,11,높음,92,81,81,81
6765,근대된장국,국/찌개류,25,0,높음,48,52,52,52
6766,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
6767,돼지고기김치찜,반찬류,23,23,낮음,55,59,59,59
6768,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
6769,김구이,반찬류,4,0,높음,95,59,59,59
6770,시리얼요거트,후식류,31,0,높음,72,73,73,73
6771,흑미밥,밥류,72,0,높음,92,81,81,81
6772,근대된장국,국/찌개류,40,5,높음,48,52,52,52
6773,맛살콩나물냉채,반찬류,6,2,보통,46,59,59,59
6774,돼지고기김치찜,반찬류,65,0,높음,55,59,59,59
6775,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6776,김구이,반찬류,4,0,높음,95,59,59,59
6777,시리얼요거트,후식류,31,31,낮음,72,73,73,73
6778,흑미밥,밥류,123,0,높음,92,81,81,81
6779,근대된장국,국/찌개류,40,20,보통,48,52,52,52
6780,맛살콩나물냉채,반찬류,8,8,낮음,46,59,59,59
6781,돼지고기김치찜,반찬류,47,12,보통,55,59,59,59
6782,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6783,김구이,반찬류,4,0,높음,95,59,59,59
6784,시리얼요거트,후식류,31,31,낮음,72,73,73,73
6785,흑미밥,밥류,109,0,높음,92,81,81,81
6786,근대된장국,국/찌개류,45,18,보통,48,52,52,52
6787,맛살콩나물냉채,반찬류,8,0,높음,46,59,59,59
6788,돼지고기김치찜,반찬류,35,0,높음,55,59,59,59
6789,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6790,김구이,반찬류,4,0,높음,95,59,59,59
6791,시리얼요거트,후식류,34,0,높음,72,73,73,73
6792,흑미밥,밥류,72,0,높음,92,81,81,81
6793,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
6794,돼지고기김치찜,반찬류,71,36,보통,55,59,59,59
6795,츄러스 떡말이 구이,반찬류,50,33,보통,79,59,59,59
6796,김구이,반찬류,4,0,높음,95,59,59,59
6797,시리얼요거트,후식류,23,0,높음,72,73,73,73
6798,흑미밥,밥류,58,0,높음,92,81,81,81
6799,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
6800,돼지고기김치찜,반찬류,29,12,보통,55,59,59,59
6801,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6802,김구이,반찬류,4,1,높음,95,59,59,59
6803,시리얼요거트,후식류,23,23,낮음,72,73,73,73
6804,흑미밥,밥류,50,0,높음,92,81,81,81
6805,근대된장국,국/찌개류,30,20,보통,48,52,52,52
6806,맛살콩나물냉채,반찬류,8,4,보통,46,59,59,59
6807,돼지고기김치찜,반찬류,59,42,보통,55,59,59,59
6808,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
6809,시리얼요거트,후식류,11,0,높음,72,73,73,73
6810,흑미밥,밥류,138,0,높음,92,81,81,81
6811,근대된장국,국/찌개류,40,13,보통,48,52,52,52
6812,맛살콩나물냉채,반찬류,11,11,낮음,46,59,59,59
6813,돼지고기김치찜,반찬류,11,6,보통,55,59,59,59
6814,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6815,김구이,반찬류,4,0,높음,95,59,59,59
6816,시리얼요거트,후식류,62,4,높음,72,73,73,73
6817,흑미밥,밥류,94,0,높음,92,81,81,81
6818,근대된장국,국/찌개류,40,20,보통,48,52,52,52
6819,맛살콩나물냉채,반찬류,31,0,높음,46,59,59,59
6820,돼지고기김치찜,반찬류,47,0,높음,55,59,59,59
6821,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6822,김구이,반찬류,4,0,높음,95,59,59,59
6823,시리얼요거트,후식류,23,0,높음,72,73,73,73
6824,흑미밥,밥류,116,0,높음,92,81,81,81
6825,근대된장국,국/찌개류,35,15,보통,48,52,52,52
6826,맛살콩나물냉채,반찬류,6,6,낮음,46,59,59,59
6827,돼지고기김치찜,반찬류,17,17,낮음,55,59,59,59
6828,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6829,김구이,반찬류,4,0,높음,95,59,59,59
6830,시리얼요거트,후식류,23,0,높음,72,73,73,73
6831,흑미밥,밥류,94,0,높음,92,81,81,81
6832,근대된장국,국/찌개류,35,10,보통,48,52,52,52
6833,맛살콩나물냉채,반찬류,6,6,낮음,46,59,59,59
6834,돼지고기김치찜,반찬류,35,6,높음,55,59,59,59
6835,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6836,김구이,반찬류,4,0,높음,95,59,59,59
6837,시리얼요거트,후식류,38,0,높음,72,73,73,73
6838,흑미밥,밥류,90,43,보통,92,81,81,81
6839,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
6840,돼지고기김치찜,반찬류,59,36,보통,55,59,59,59
6841,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6842,김구이,반찬류,4,0,높음,95,59,59,59
6843,시리얼요거트,후식류,23,0,높음,72,73,73,73
6844,흑미밥,밥류,94,0,높음,92,81,81,81
6845,근대된장국,국/찌개류,45,18,보통,48,52,52,52
6846,돼지고기김치찜,반찬류,35,35,낮음,55,59,59,59
6847,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6848,김구이,반찬류,4,0,높음,95,59,59,59
6849,시리얼요거트,후식류,23,0,높음,72,73,73,73
6850,흑미밥,밥류,116,7,높음,92,81,81,81
6851,근대된장국,국/찌개류,35,5,높음,48,52,52,52
6852,맛살콩나물냉채,반찬류,8,0,높음,46,59,59,59
6853,돼지고기김치찜,반찬류,95,12,높음,55,59,59,59
6854,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6855,시리얼요거트,후식류,38,0,높음,72,73,73,73
6856,흑미밥,밥류,72,0,높음,92,81,81,81
6857,근대된장국,국/찌개류,35,3,높음,48,52,52,52
6858,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
6859,돼지고기김치찜,반찬류,83,30,보통,55,59,59,59
6860,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
6861,시리얼요거트,후식류,23,0,높음,72,73,73,73
6862,흑미밥,밥류,101,0,높음,92,81,81,81
6863,근대된장국,국/찌개류,40,25,보통,48,52,52,52
6864,맛살콩나물냉채,반찬류,8,2,높음,46,59,59,59
6865,돼지고기김치찜,반찬류,47,0,높음,55,59,59,59
6866,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6867,김구이,반찬류,4,0,높음,95,59,59,59
6868,시리얼요거트,후식류,38,0,높음,72,73,73,73
6869,흑미밥,밥류,14,0,높음,92,81,81,81
6870,근대된장국,국/찌개류,20,15,보통,48,52,52,52
6871,맛살콩나물냉채,반찬류,13,9,보통,46,59,59,59
6872,돼지고기김치찜,반찬류,59,36,보통,55,59,59,59
6873,츄러스 떡말이 구이,반찬류,50,22,보통,79,59,59,59
6874,김구이,반찬류,4,0,높음,95,59,59,59
6875,시리얼요거트,후식류,38,0,높음,72,73,73,73
6876,흑미밥,밥류,109,0,높음,92,81,81,81
6877,근대된장국,국/찌개류,45,15,보통,48,52,52,52
6878,맛살콩나물냉채,반찬류,6,6,낮음,46,59,59,59
6879,돼지고기김치찜,반찬류,59,42,보통,55,59,59,59
6880,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
6881,김구이,반찬류,4,0,높음,95,59,59,59
6882,시리얼요거트,후식류,34,27,낮음,72,73,73,73
6883,흑미밥,밥류,83,0,높음,92,81,81,81
6884,근대된장국,국/찌개류,42,17,보통,48,52,52,52
6885,맛살콩나물냉채,반찬류,6,4,보통,46,59,59,59
6886,돼지고기김치찜,반찬류,71,36,보통,55,59,59,59
6887,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6888,김구이,반찬류,4,0,높음,95,59,59,59
6889,시리얼요거트,후식류,34,0,높음,72,73,73,73
6890,흑미밥,밥류,98,29,보통,92,81,81,81
6891,근대된장국,국/찌개류,25,15,보통,48,52,52,52
6892,맛살콩나물냉채,반찬류,2,0,높음,46,59,59,59
6893,돼지고기김치찜,반찬류,59,0,높음,55,59,59,59
6894,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6895,김구이,반찬류,4,0,높음,95,59,59,59
6896,시리얼요거트,후식류,38,0,높음,72,73,73,73
6897,흑미밥,밥류,101,51,보통,92,81,81,81
6898,근대된장국,국/찌개류,25,10,보통,48,52,52,52
6899,맛살콩나물냉채,반찬류,17,9,보통,46,59,59,59
6900,돼지고기김치찜,반찬류,35,12,보통,55,59,59,59
6901,츄러스 떡말이 구이,반찬류,50,29,보통,79,59,59,59
6902,시리얼요거트,후식류,38,0,높음,72,73,73,73
6903,흑미밥,밥류,109,0,높음,92,81,81,81
6904,근대된장국,국/찌개류,40,20,보통,48,52,52,52
6905,맛살콩나물냉채,반찬류,8,6,보통,46,59,59,59
6906,돼지고기김치찜,반찬류,71,48,보통,55,59,59,59
6907,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
6908,김구이,반찬류,4,0,높음,95,59,59,59
6909,시리얼요거트,후식류,38,38,낮음,72,73,73,73
6910,흑미밥,밥류,94,0,높음,92,81,81,81
6911,근대된장국,국/찌개류,30,10,보통,48,52,52,52
6912,맛살콩나물냉채,반찬류,11,5,보통,46,59,59,59
6913,돼지고기김치찜,반찬류,59,18,보통,55,59,59,59
6914,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6915,김구이,반찬류,4,3,보통,95,59,59,59
6916,시리얼요거트,후식류,38,0,높음,72,73,73,73
6917,흑미밥,밥류,98,0,높음,92,81,81,81
6918,근대된장국,국/찌개류,32,15,보통,48,52,52,52
6919,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
6920,돼지고기김치찜,반찬류,59,24,보통,55,59,59,59
6921,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6922,김구이,반찬류,4,4,낮음,95,59,59,59
6923,시리얼요거트,후식류,38,31,낮음,72,73,73,73
6924,흑미밥,밥류,80,8,높음,92,81,81,81
6925,맛살콩나물냉채,반찬류,6,6,낮음,46,59,59,59
6926,돼지고기김치찜,반찬류,35,35,낮음,55,59,59,59
6927,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6928,김구이,반찬류,4,0,높음,95,59,59,59
6929,흑미밥,밥류,101,0,높음,92,81,81,81
6930,근대된장국,국/찌개류,40,15,보통,48,52,52,52
6931,맛살콩나물냉채,반찬류,8,8,낮음,46,59,59,59
6932,돼지고기김치찜,반찬류,59,42,보통,55,59,59,59
6933,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6934,김구이,반찬류,4,0,높음,95,59,59,59
6935,시리얼요거트,후식류,23,0,높음,72,73,73,73
6936,흑미밥,밥류,98,0,높음,92,81,81,81
6937,근대된장국,국/찌개류,40,25,보통,48,52,52,52
6938,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
6939,돼지고기김치찜,반찬류,29,0,높음,55,59,59,59
6940,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6941,김구이,반찬류,4,0,높음,95,59,59,59
6942,시리얼요거트,후식류,31,0,높음,72,73,73,73
6943,흑미밥,밥류,87,0,높음,92,81,81,81
6944,근대된장국,국/찌개류,30,20,보통,48,52,52,52
6945,맛살콩나물냉채,반찬류,11,5,보통,46,59,59,59
6946,돼지고기김치찜,반찬류,35,30,낮음,55,59,59,59
6947,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
6948,김구이,반찬류,4,0,높음,95,59,59,59
6949,시리얼요거트,후식류,34,0,높음,72,73,73,73
6950,흑미밥,밥류,101,0,높음,92,81,81,81
6951,근대된장국,국/찌개류,40,30,보통,48,52,52,52
6952,맛살콩나물냉채,반찬류,8,4,보통,46,59,59,59
6953,돼지고기김치찜,반찬류,23,6,보통,55,59,59,59
6954,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6955,김구이,반찬류,4,0,높음,95,59,59,59
6956,시리얼요거트,후식류,42,39,낮음,72,73,73,73
6957,흑미밥,밥류,58,0,높음,92,81,81,81
6958,근대된장국,국/찌개류,30,13,보통,48,52,52,52
6959,돼지고기김치찜,반찬류,95,60,보통,55,59,59,59
6960,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
6961,김구이,반찬류,4,4,낮음,95,59,59,59
6962,시리얼요거트,후식류,15,15,낮음,72,73,73,73
6963,흑미밥,밥류,87,0,높음,92,81,81,81
6964,근대된장국,국/찌개류,35,10,보통,48,52,52,52
6965,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
6966,돼지고기김치찜,반찬류,35,6,높음,55,59,59,59
6967,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6968,김구이,반찬류,4,0,높음,95,59,59,59
6969,시리얼요거트,후식류,38,38,낮음,72,73,73,73
6970,흑미밥,밥류,101,0,높음,92,81,81,81
6971,근대된장국,국/찌개류,35,15,보통,48,52,52,52
6972,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
6973,돼지고기김치찜,반찬류,5,5,낮음,55,59,59,59
6974,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6975,김구이,반찬류,4,0,높음,95,59,59,59
6976,시리얼요거트,후식류,46,46,낮음,72,73,73,73
6977,흑미밥,밥류,98,0,높음,92,81,81,81
6978,근대된장국,국/찌개류,30,15,보통,48,52,52,52
6979,맛살콩나물냉채,반찬류,6,4,보통,46,59,59,59
6980,돼지고기김치찜,반찬류,83,6,높음,55,59,59,59
6981,츄러스 떡말이 구이,반찬류,50,43,낮음,79,59,59,59
6982,김구이,반찬류,4,0,높음,95,59,59,59
6983,시리얼요거트,후식류,11,11,낮음,72,73,73,73
6984,흑미밥,밥류,90,0,높음,92,81,81,81
6985,근대된장국,국/찌개류,30,10,보통,48,52,52,52
6986,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
6987,돼지고기김치찜,반찬류,71,60,낮음,55,59,59,59
6988,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6989,김구이,반찬류,4,0,높음,95,59,59,59
